customer_id;name;gender;DOB;Age;job_title;job_industry_category;wealth_segment
999;Dido Leyburn;Female;10/04/1988;35;Recruiting Manager;n/a;High Net Worth
1000;Paulie Castelot;Female;07/08/1978;45;Compensation Analyst;Financial Services;Mass Customer
1001;Finley Vost;Male;27/08/1979;44;Recruiter;Retail;Mass Customer
1002;Pacorro De Clairmont;Male;30/08/1978;45;Business Systems Development Analyst;n/a;Mass Customer
1003;Mariann O'Geaney;Female;03/02/1968;55;Paralegal;Financial Services;High Net Worth
1004;Colas Pumfrett;Male;09/07/1975;48;Business Systems Development Analyst;IT;High Net Worth
1005;Kalila Birtwistle;Female;15/09/1967;56;Design Engineer;IT;High Net Worth
1006;Norbert Gotcher;Male;10/08/1977;46;Quality Control Specialist;Telecommunications;Affluent Customer
1007;Cord Warriner;Male;08/06/1996;27;NaN;Retail;Mass Customer
1008;Lorry Booley;Female;10/11/1975;47;Teacher;n/a;Mass Customer
1009;Nolie Orring;Female;09/05/1957;66;Research Associate;Manufacturing;High Net Worth
1010;Leighton Ebbles;Male;26/01/1963;60;Nurse;Financial Services;Affluent Customer
1011;Cymbre Janos;Female;19/07/1985;38;Occupational Therapist;Health;High Net Worth
1012;Anna-diane Preddle;Female;20/05/1955;68;Software Test Engineer III;n/a;High Net Worth
1013;Corissa Zienkiewicz;Female;06/09/1976;47;Physical Therapy Assistant;Retail;High Net Worth
1014;Miller Faloon;Male;14/10/1960;63;Senior Developer;Property;Mass Customer
1015;Toiboid Sorrel;Male;01/04/1955;68;Web Developer I;Health;Mass Customer
1016;Adrian Prettyjohns;Male;12/08/1959;64;Legal Assistant;IT;Mass Customer
1017;Jacquenette Pluthero;Female;09/01/1979;44;Assistant Media Planner;Entertainment;High Net Worth
1018;Matthiew Ferreras;Male;27/11/1994;28;Help Desk Operator;Manufacturing;Mass Customer
1019;Ignazio Milby;Male;19/11/1973;49;Human Resources Assistant II;Manufacturing;Mass Customer
1020;Natala Thorndale;Female;10/11/1975;47;NaN;IT;Affluent Customer
1021;Elvis Rixon;Male;02/10/1977;46;Mechanical Systems Engineer;Retail;High Net Worth
1022;Suzann Wilks;Female;04/03/1990;33;Assistant Manager;Financial Services;Affluent Customer
1023;Iseabal Fullbrook;Female;23/07/1991;32;NaN;Financial Services;Affluent Customer
1024;Rhodia D'Onise;Female;05/06/1992;31;Social Worker;Health;High Net Worth
1025;Ario Jeromson;Male;30/07/1997;26;Quality Engineer;IT;Mass Customer
1026;Vernon Hakking;Male;29/07/1994;29;NaN;Financial Services;Affluent Customer
1027;Rolando Sherewood;Male;07/10/1966;57;Statistician I;Financial Services;Affluent Customer
1028;Thorn Torfin;Male;11/08/1999;24;Project Manager;n/a;High Net Worth
1029;Forbes Londors;Male;15/02/1997;26;VP Sales;n/a;Mass Customer
1030;Nariko Dummigan;Female;05/05/1962;61;Food Chemist;Health;Mass Customer
1031;Roi Ogden;Male;15/09/1983;40;Junior Executive;Manufacturing;Mass Customer
1032;Maribelle Werndly;Female;18/07/1978;45;Executive Secretary;n/a;Mass Customer
1033;Jacob Claringbold;Male;06/01/1995;28;NaN;n/a;Affluent Customer
1034;Denney Cretney;Male;12/05/1976;47;NaN;n/a;High Net Worth
1035;Kara-lynn Doddridge;Female;02/11/1976;46;Operator;Retail;Affluent Customer
1036;Randene Ingle;Female;28/11/1969;53;Paralegal;Financial Services;Mass Customer
1037;Sissie Rielly;Female;08/08/1956;67;Human Resources Assistant II;Financial Services;Mass Customer
1038;Fraser Acome;U;NaN;0;Engineer I;Manufacturing;Mass Customer
1039;Nona Diamant;Female;14/03/1975;48;NaN;n/a;High Net Worth
1040;Jacenta Wedlock;Female;04/03/1975;48;Food Chemist;Health;High Net Worth
1041;Free Bonniface;Male;25/05/1959;64;NaN;Property;Affluent Customer
1042;Isacco Woodwind;Male;14/01/1976;47;Nuclear Power Engineer;Manufacturing;High Net Worth
1043;Giorgi Hurford;Male;20/10/1986;37;Sales Associate;Financial Services;Mass Customer
1044;Frederico Whilder;U;NaN;0;Food Chemist;Health;High Net Worth
1045;Aeriel Everest;Female;08/05/1986;37;NaN;Financial Services;Mass Customer
1046;Shir Clevely;Female;23/07/1955;68;Budget/Accounting Analyst II;n/a;Affluent Customer
1047;Standford Tanswill;Male;03/09/1978;45;VP Accounting;Financial Services;Affluent Customer
1048;Braden Lamming;Male;08/06/1976;47;Internal Auditor;n/a;Affluent Customer
1049;Fraser Gaenor;Male;02/03/1996;27;Software Consultant;Property;Mass Customer
1050;Marjie Ghion;Female;29/07/1973;50;Software Consultant;Telecommunications;Mass Customer
1051;Xylia Lange;Female;29/09/1977;46;Help Desk Technician;Property;High Net Worth
1052;Dela Flannigan;Female;02/02/1986;37;Junior Executive;Financial Services;High Net Worth
1053;Davon Stanyland;Male;20/05/1962;61;NaN;Manufacturing;Mass Customer
1054;Natal Matiewe;Male;09/08/1983;40;Nuclear Power Engineer;Manufacturing;Mass Customer
1055;Danell Rose;Female;08/06/1988;35;Data Coordiator;Manufacturing;Mass Customer
1056;Kendricks Markel;Male;18/12/1966;56;Software Test Engineer IV;Manufacturing;Affluent Customer
1057;Laryssa Durdle;Female;06/04/1969;54;Registered Nurse;Health;Mass Customer
1058;Gretel Gionettitti;Female;24/10/1987;35;Research Assistant IV;Retail;Affluent Customer
1059;Chantal Plante;Female;16/02/1968;55;Account Representative III;Entertainment;High Net Worth
1060;Vanda Boadby;Female;23/11/1961;61;Associate Professor;Argiculture;Affluent Customer
1061;Anderson ;Male;07/11/1988;34;Speech Pathologist;Financial Services;Mass Customer
1062;Tish Mowett;Female;28/09/1975;48;Junior Executive;n/a;Mass Customer
1063;Terrence Geck;Male;01/03/1987;36;Actuary;Financial Services;Affluent Customer
1064;Thornie Andrusov;Male;13/06/1977;46;Librarian;Entertainment;Affluent Customer
1065;Chilton Ghirigori;Male;27/06/1962;61;Quality Engineer;Financial Services;Mass Customer
1066;Hailey Ricciardi;Male;06/10/1995;28;Recruiter;Telecommunications;High Net Worth
1067;Berri Cotillard;Female;17/05/1965;58;Engineer IV;Financial Services;Mass Customer
1068;Frazer Searston;Male;21/03/1995;28;NaN;Health;Mass Customer
1069;Reese Titterington;Male;15/04/1976;47;Web Designer I;Telecommunications;Mass Customer
1070;Albert Gomery;Male;04/06/1995;28;Account Representative IV;n/a;Mass Customer
1071;Chrisy Miranda;Male;29/12/1986;36;NaN;Retail;High Net Worth
1072;Curt Petrello;Male;01/06/1957;66;Senior Cost Accountant;Financial Services;High Net Worth
1073;Elbertina Donne;Female;25/02/1980;43;Associate Professor;n/a;Affluent Customer
1074;Griswold Juett;Male;14/07/1974;49;Accounting Assistant IV;n/a;High Net Worth
1075;Cullin Elcoate;Male;25/07/1967;56;Administrative Officer;Manufacturing;High Net Worth
1076;Siegfried Trattles;Male;06/06/2000;23;Pharmacist;Health;Affluent Customer
1077;Sheba Este;Female;11/10/1955;68;NaN;Telecommunications;Mass Customer
1078;Abe Pilley;Male;05/06/1976;47;Executive Secretary;Manufacturing;Mass Customer
1079;Dennie L' Anglois;Male;03/01/1978;45;Nurse Practicioner;Manufacturing;Mass Customer
1080;Monah Talbot;Female;26/12/1999;23;Speech Pathologist;Property;Mass Customer
1081;Marga Cradduck;Female;21/10/1985;38;Social Worker;Health;Mass Customer
1082;Guinevere Kelby;U;NaN;0;Financial Analyst;Financial Services;Mass Customer
1083;Chadd Fowlds;Male;07/08/1996;27;VP Product Management;n/a;Affluent Customer
1084;Serena Jagson;Female;18/05/1994;29;Accounting Assistant I;Retail;Affluent Customer
1085;Lucho Strafen;Male;12/09/1975;48;Internal Auditor;Health;Mass Customer
1086;Ezechiel Parnall;Male;21/06/1989;34;Statistician IV;Property;Mass Customer
1087;Lian Madrell;Female;18/09/1979;44;Financial Analyst;Financial Services;Mass Customer
1088;Andy Polgreen;Female;21/07/1989;34;Design Engineer;n/a;High Net Worth
1089;Korney Hess;Female;17/09/1988;35;Product Engineer;Property;Affluent Customer
1090;Lorettalorna ;Female;15/07/1975;48;Computer Systems Analyst II;Telecommunications;Affluent Customer
1091;Keith Housden;Male;15/04/1980;43;NaN;Health;Mass Customer
1092;Katlin Creddon;Female;22/08/1935;88;VP Quality Control;Retail;Mass Customer
1093;Clarita Penright;Female;13/09/1996;27;Business Systems Development Analyst;n/a;Affluent Customer
1094;Shaughn Salters;Male;27/12/1975;47;Dental Hygienist;Health;High Net Worth
1095;Emelda Gerler;Female;29/08/1958;65;Project Manager;Health;Mass Customer
1096;Jakie Mungham;Male;29/11/1969;53;Software Test Engineer I;Health;High Net Worth
1097;Gwenora Grabbam;Female;31/01/1968;55;Engineer II;Financial Services;Mass Customer
1098;Maure Crow;Female;01/02/1989;34;Administrative Assistant IV;Financial Services;Mass Customer
1099;Jarrett Maffia;Male;13/01/1975;48;Tax Accountant;Manufacturing;Affluent Customer
1100;Cord Braundt;Male;02/01/1983;40;Engineer I;Manufacturing;Mass Customer
1101;Haily McWilliams;Female;22/12/1968;54;Senior Editor;n/a;Mass Customer
1102;Stephana Puzey;Female;17/08/1976;47;Recruiting Manager;Manufacturing;Affluent Customer
1103;Glynnis Sailor;Female;30/01/1978;45;Financial Advisor;Financial Services;High Net Worth
1104;Jewelle Pincott;Female;31/12/1959;63;Programmer III;Retail;Mass Customer
1105;Sherman McCusker;Male;10/02/1990;33;General Manager;n/a;Mass Customer
1106;Sibyl Bigmore;Female;17/12/1962;60;Software Consultant;Retail;Mass Customer
1107;Maridel Whitby;Female;17/07/1974;49;Social Worker;Health;High Net Worth
1108;Ginnie Farriar;Female;06/03/1962;61;Dental Hygienist;Health;Mass Customer
1109;Nestor Billingsley;Male;01/09/1989;34;Web Developer II;Entertainment;High Net Worth
1110;Lazar Cherryman;Male;17/03/1991;32;Information Systems Manager;Retail;High Net Worth
1111;Zach Maynard;Male;04/03/1960;63;Director of Sales;n/a;High Net Worth
1112;Jarrett Chiplin;Male;22/05/1981;42;NaN;n/a;Mass Customer
1113;Dorie Willock;Male;24/06/1992;31;Recruiter;Property;Mass Customer
1114;Evonne Southan;Female;03/06/1976;47;Structural Engineer;Retail;Mass Customer
1115;Merola Stutard;Female;18/01/1970;53;Account Coordinator;n/a;High Net Worth
1116;Tori Coche;Female;26/06/1974;49;Assistant Manager;Health;Mass Customer
1117;Georgena Guilaem;Female;01/12/1975;47;Quality Engineer;n/a;Affluent Customer
1118;Colline Coulman;Female;19/12/1975;47;Sales Representative;Retail;Mass Customer
1119;Lemmy Bennit;Male;09/10/1976;47;NaN;Entertainment;Mass Customer
1120;Jacquelyn Rowlinson;Female;31/08/1980;43;Web Developer IV;Retail;Affluent Customer
1121;Dione Raithby;Female;21/01/1984;39;Registered Nurse;Health;Mass Customer
1122;Gerladina Carney;Female;19/12/1985;37;NaN;n/a;Mass Customer
1123;Dominick Downey;Male;18/06/1962;61;NaN;Property;Mass Customer
1124;Eben Threader;Male;03/02/1965;58;Health Coach III;Health;Affluent Customer
1125;Raff Everley;Male;19/01/1990;33;Software Test Engineer III;IT;Affluent Customer
1126;Atlante Sonley;Female;27/09/1973;50;Executive Secretary;n/a;Mass Customer
1127;Elly Ormshaw;Female;27/02/1991;32;Physical Therapy Assistant;Financial Services;Mass Customer
1128;Kirsten Longman;Female;12/04/1992;31;Financial Advisor;Financial Services;Mass Customer
1129;Hercule ;Male;29/06/1977;46;VP Marketing;Entertainment;Mass Customer
1130;Juli Prine;Female;06/12/1964;58;Sales Associate;n/a;Mass Customer
1131;Sigmund Barkworth;Male;07/08/1956;67;VP Marketing;n/a;Mass Customer
1132;Coriss Darkott;Female;01/08/1985;38;Actuary;Financial Services;Affluent Customer
1133;Forrester McFetridge;Male;26/01/1968;55;NaN;Manufacturing;Affluent Customer
1134;Sullivan Scullion;Male;30/09/1994;29;Administrative Assistant IV;Financial Services;Affluent Customer
1135;Mireielle Avrasin;Female;03/05/1980;43;Software Engineer IV;Financial Services;Mass Customer
1136;Ivan Blackhall;Male;31/08/1977;46;Executive Secretary;Property;High Net Worth
1137;Jermayne Hryniewicki;Male;03/07/1977;46;Business Systems Development Analyst;n/a;Mass Customer
1138;Elli Loxdale;Female;21/09/1991;32;Statistician I;Retail;Mass Customer
1139;Shellysheldon Wickey;Male;15/09/1982;41;Editor;Manufacturing;Mass Customer
1140;Deana Rathbourne;Female;25/02/1986;37;Executive Secretary;n/a;Mass Customer
1141;Shannah Gritsaev;Female;19/09/1981;42;NaN;Financial Services;High Net Worth
1142;Michal Paiton;Male;07/05/1998;25;Desktop Support Technician;Telecommunications;Mass Customer
1143;Goraud Boissieux;Male;06/03/1955;68;Office Assistant IV;Health;Mass Customer
1144;Damon Phelip;Male;12/12/1996;26;Environmental Specialist;Health;High Net Worth
1145;Korella Begin;Female;26/09/1965;58;NaN;Property;Mass Customer
1146;Hadleigh Birley;Male;31/08/1992;31;Assistant Professor;Financial Services;High Net Worth
1147;Tate Studholme;Male;09/07/1968;55;Health Coach II;Entertainment;High Net Worth
1148;Inigo Ojeda;Male;28/09/1987;36;Statistician IV;Financial Services;High Net Worth
1149;Ki Odo;Female;30/09/1967;56;Developer III;n/a;Affluent Customer
1150;Bernelle Warwick;Female;26/09/1975;48;Information Systems Manager;Financial Services;Mass Customer
1151;Brena Amburgy;Female;06/04/1965;58;VP Product Management;Argiculture;High Net Worth
1152;Humfrid Ducket;Male;23/06/1998;25;Business Systems Development Analyst;Financial Services;Mass Customer
1153;Mirilla Lothlorien;Female;17/01/1995;28;Desktop Support Technician;Health;Mass Customer
1154;Chase Youd;Male;24/11/1974;48;Research Nurse;Health;Mass Customer
1155;Janetta Hartrick;Female;15/01/1994;29;VP Marketing;Property;Mass Customer
1156;Breena Risebrow;Female;16/10/1997;26;Marketing Assistant;Argiculture;Mass Customer
1157;Saunder Camerati;Male;03/04/1974;49;Research Nurse;Health;Affluent Customer
1158;Butch Geertje;Male;17/02/1985;38;Senior Quality Engineer;n/a;Mass Customer
1159;Elbert Bridgement;Male;28/01/1993;30;Librarian;Entertainment;Mass Customer
1160;Trisha Nisuis;Female;08/04/1965;58;Speech Pathologist;IT;Affluent Customer
1161;Sibylle Cutsforth;Female;14/01/1977;46;Senior Quality Engineer;Retail;Mass Customer
1162;Ambrose Raiston;Male;13/04/1990;33;Marketing Assistant;n/a;Mass Customer
1163;Manolo Dwire;Male;13/11/1981;41;Cost Accountant;Financial Services;High Net Worth
1164;Gilligan Mowat;Female;09/01/1977;46;Food Chemist;Health;Mass Customer
1165;Fanni Wakelin;Female;23/06/1993;30;Administrative Assistant IV;Financial Services;High Net Worth
1166;Fannie Devil;Female;05/12/1972;50;Quality Control Specialist;Health;Affluent Customer
1167;Elberta Crickett;Female;03/06/1996;27;Software Test Engineer III;Health;Mass Customer
1168;Iosep Shaddick;Male;16/02/1965;58;Pharmacist;Health;Affluent Customer
1169;Kessiah Corden;Female;09/08/1967;56;Actuary;Financial Services;Mass Customer
1170;Lari Rotte;Female;30/11/1964;58;Assistant Professor;IT;Mass Customer
1171;Ilise Solloway;Female;15/08/1971;52;Human Resources Manager;n/a;Affluent Customer
1172;Smith Babbs;Male;12/04/1974;49;Recruiter;n/a;Mass Customer
1173;Gertie Chaim;Female;02/03/1978;45;Statistician IV;Retail;High Net Worth
1174;Shellysheldon Gooderridge;U;NaN;0;Executive Secretary;IT;Mass Customer
1175;Paige Hodgin;Male;22/09/1985;38;Human Resources Manager;n/a;Mass Customer
1176;Celia Dockerty;Female;16/01/1976;47;Software Engineer IV;n/a;Affluent Customer
1177;Bobbette Pozzi;Female;31/08/1953;70;Food Chemist;Health;Affluent Customer
1178;Angelo Byne;Male;26/05/1970;53;Pharmacist;Health;Mass Customer
1179;Kerry Pashenkov;Male;15/08/1988;35;Media Manager IV;Financial Services;High Net Worth
1180;Gaye Quickenden;Female;17/08/1975;48;Account Representative I;Financial Services;Affluent Customer
1181;Brita Plant;Female;06/06/1978;45;Tax Accountant;Argiculture;Mass Customer
1182;Carolann Ottiwill;Female;11/01/1975;48;Data Coordiator;IT;Mass Customer
1183;Joe Shalliker;Male;14/11/1958;64;Media Manager II;n/a;Affluent Customer
1184;Auberta Teodori;Female;07/10/1968;55;Social Worker;Health;Mass Customer
1185;Xena Rossbrooke;Female;23/07/2000;23;VP Product Management;n/a;Mass Customer
1186;Brantley Cecchi;Male;28/05/1977;46;Help Desk Operator;Manufacturing;Affluent Customer
1187;Antonino Hogben;Male;21/10/1998;24;NaN;Financial Services;Mass Customer
1188;Sally Cominoli;Female;23/02/1984;39;Statistician IV;n/a;Affluent Customer
1189;Mart Bazoche;Male;29/08/1988;35;Geologist I;Health;High Net Worth
1190;Sib Gilby;Female;07/09/1968;55;Assistant Professor;Financial Services;Affluent Customer
1191;Merrielle Vegas;Female;22/05/1996;27;Director of Sales;n/a;Mass Customer
1192;Hollyanne McCarter;Female;12/12/1969;53;VP Quality Control;Manufacturing;Mass Customer
1193;Quintus Whear;Male;21/01/1986;37;Safety Technician I;Retail;High Net Worth
1194;Audry Scurrey;Female;25/03/1992;31;Junior Executive;Telecommunications;Affluent Customer
1195;Ally Folliott;Female;22/03/1978;45;VP Marketing;Telecommunications;Mass Customer
1196;Phillie Bradforth;Female;19/03/1998;25;Research Nurse;Health;Mass Customer
1197;Isobel Lampett;Female;16/10/1997;26;Professor;Financial Services;High Net Worth
1198;Alina Rickson;Female;30/09/1973;50;Sales Representative;Retail;High Net Worth
1199;Ludovico Bertot;Male;14/06/1958;65;VP Accounting;Financial Services;Affluent Customer
1200;Hedda Lathom;Female;30/04/1974;49;Librarian;Entertainment;High Net Worth
1201;Stephani Mellhuish;Female;28/11/1955;67;NaN;Manufacturing;Mass Customer
1202;Rollie ;Male;26/02/1992;31;Sales Representative;Retail;Mass Customer
1203;Claresta Carnier;Female;06/05/1988;35;Technical Writer;Health;Affluent Customer
1204;Trudy Huffy;Female;24/03/1971;52;Senior Developer;Manufacturing;Affluent Customer
1205;Barton Baudts;Male;05/06/1978;45;Business Systems Development Analyst;Manufacturing;Affluent Customer
1206;Lucina Metcalf;Female;07/05/1978;45;Paralegal;Financial Services;Mass Customer
1207;Mabel Marousek;Female;25/09/1997;26;Engineer IV;Health;Mass Customer
1208;Lira Durn;Female;26/12/1983;39;Budget/Accounting Analyst IV;Financial Services;Mass Customer
1209;Jacky Jerosch;Male;06/09/1977;46;Senior Developer;Property;High Net Worth
1210;Shandie Sprigg;U;NaN;0;Programmer II;IT;Mass Customer
1211;Gunar Petasch;Male;23/07/1978;45;VP Sales;Financial Services;Affluent Customer
1212;Cindy Freeborn;Female;24/10/1968;55;Legal Assistant;Property;Affluent Customer
1213;Matthieu Schruur;Male;21/10/1973;50;Accounting Assistant II;n/a;High Net Worth
1214;Martino Shalcros;Male;01/05/1989;34;Internal Auditor;Property;High Net Worth
1215;Dyann Turbard;Female;26/02/1967;56;VP Quality Control;Manufacturing;Mass Customer
1216;Frank Vallerine;Female;25/06/1959;64;Software Test Engineer I;Telecommunications;Affluent Customer
1217;Dulcinea Janssen;Female;19/08/1968;55;Structural Engineer;Manufacturing;High Net Worth
1218;Marlie Lister;Female;09/01/1982;41;NaN;n/a;Mass Customer
1219;Kaine Parkeson;Male;04/11/1971;51;NaN;Financial Services;Mass Customer
1220;Paulie Akerman;Male;08/06/1987;36;Editor;n/a;High Net Worth
1221;Byrom Draisey;Male;25/09/1995;28;VP Product Management;Health;High Net Worth
1222;Barbey Ville;Female;01/11/1970;52;Account Executive;Property;Mass Customer
1223;Kristyn ;Female;05/01/1965;58;Senior Sales Associate;Manufacturing;Mass Customer
1224;Aundrea Reisenberg;Female;04/04/1977;46;Junior Executive;Manufacturing;Mass Customer
1225;Arte Witchell;Male;22/01/1988;35;Clinical Specialist;Health;Mass Customer
1226;Constantia Sirr;Female;16/03/1981;42;Director of Sales;Health;Mass Customer
1227;Carlina Pencot;Female;30/09/1989;34;Software Engineer I;IT;Affluent Customer
1228;Marti Bisterfeld;Female;27/04/1962;61;Senior Cost Accountant;Financial Services;Affluent Customer
1229;Sebastian Trass;Male;08/01/2000;23;GIS Technical Architect;Manufacturing;Affluent Customer
1230;Eben Powley;Male;24/07/1985;38;NaN;Financial Services;Mass Customer
1231;Aloisia Shawel;Female;28/07/1973;50;Social Worker;Health;Affluent Customer
1232;Stillmann Wilfling;Male;12/09/1959;64;Help Desk Operator;Property;Affluent Customer
1233;Keeley Hawsby;Female;07/07/1978;45;NaN;Retail;Affluent Customer
1234;Rancell Yven;Male;19/04/1965;58;Geologist I;n/a;Mass Customer
1235;Sharon Cranage;Female;28/02/1969;54;Dental Hygienist;Health;Mass Customer
1236;Bryanty Megarrell;Male;21/05/1974;49;Web Designer IV;Financial Services;High Net Worth
1237;Junia Humerstone;Female;31/12/1969;53;Research Nurse;Health;High Net Worth
1238;Steward Beedham;Male;01/06/1978;45;Graphic Designer;n/a;Affluent Customer
1239;Carroll Cobbin;Male;28/02/1978;45;NaN;n/a;Mass Customer
1240;Pen Earey;Female;13/05/1965;58;Sales Associate;Manufacturing;Mass Customer
1241;Lolly Junkison;Female;22/03/1986;37;Pharmacist;Health;Affluent Customer
1242;Bartholomeo Meeke;Male;04/02/1973;50;Human Resources Assistant III;Property;High Net Worth
1243;Robbert Blakey;Male;09/08/1953;70;Research Assistant II;Retail;Mass Customer
1244;Glenn Tinham;U;NaN;0;Financial Analyst;Financial Services;Mass Customer
1245;Erin Shawell;Male;31/05/1994;29;Product Engineer;Manufacturing;Affluent Customer
1246;Ibrahim Wibrew;Male;10/08/1993;30;NaN;n/a;High Net Worth
1247;Hildagarde Eyrl;Female;05/10/1960;63;Geologist I;Entertainment;Affluent Customer
1248;Genia Bartel;Female;18/12/1963;59;General Manager;n/a;Affluent Customer
1249;Tabb McKeowon;Male;31/10/1967;55;NaN;Telecommunications;Mass Customer
1250;Jacklyn Kewley;Female;02/11/2001;21;Help Desk Technician;Manufacturing;Mass Customer
1251;Codie Arnecke;Male;01/10/1997;26;Desktop Support Technician;Property;Mass Customer
1252;Les Ellwood;Male;16/01/1965;58;Recruiting Manager;Manufacturing;Mass Customer
1253;Mahalia ;Female;19/08/1996;27;Research Assistant I;Manufacturing;Mass Customer
1254;Quillan McDuffie;Male;18/12/1958;64;Graphic Designer;Retail;Mass Customer
1255;Erhart Glazebrook;Male;20/05/1982;41;NaN;Health;Affluent Customer
1256;Granny Lukes;Male;11/05/1986;37;Food Chemist;Health;High Net Worth
1257;Prentiss MacVicar;Male;19/06/1972;51;Assistant Professor;Property;Affluent Customer
1258;Nefen Ferriere;Male;21/04/1978;45;Geological Engineer;Manufacturing;Mass Customer
1259;Emmi Dymock;Female;24/11/1973;49;Assistant Professor;Financial Services;Mass Customer
1260;Fremont Spawton;Male;01/10/1989;34;Tax Accountant;Property;Mass Customer
1261;Candice Lohde;Female;16/02/1971;52;Legal Assistant;Manufacturing;Mass Customer
1262;Aindrea MacConchie;Female;07/12/1967;55;Technical Writer;n/a;High Net Worth
1263;Elliot Posselow;Male;16/06/1973;50;Nurse;Manufacturing;Affluent Customer
1264;Michail Heart;Male;28/02/1994;29;NaN;Health;Mass Customer
1265;Kipper Monck;Male;22/07/1987;36;Biostatistician I;Property;Mass Customer
1266;Harry ;Male;02/05/1978;45;Human Resources Manager;Health;Mass Customer
1267;Leopold Dainton;Male;03/06/1979;44;Safety Technician IV;Entertainment;Affluent Customer
1268;Baudoin McCartney;Male;06/12/1989;33;NaN;Financial Services;High Net Worth
1269;Ravid Kilgallon;Male;25/08/1990;33;Account Coordinator;Property;High Net Worth
1270;Cullen Langshaw;Male;27/02/1983;40;Paralegal;Financial Services;Affluent Customer
1271;Jo-anne Pringer;Female;11/07/1994;29;Accounting Assistant II;Telecommunications;Mass Customer
1272;Nettie Bulfit;Female;04/04/1985;38;NaN;Manufacturing;Affluent Customer
1273;Hieronymus Whinray;Male;31/07/1974;49;General Manager;Financial Services;Affluent Customer
1274;Emmerich Tinkler;Male;16/11/1977;45;Mechanical Systems Engineer;Manufacturing;Mass Customer
1275;Francisca Whittek;Female;10/01/1966;57;General Manager;Health;Mass Customer
1276;Farrel Waiting;Male;07/06/1964;59;Dental Hygienist;Health;Affluent Customer
1277;Elias Gerrie;Male;26/12/1972;50;Help Desk Technician;n/a;Mass Customer
1278;Betsy Schruurs;Female;15/11/1998;24;Pharmacist;Health;Affluent Customer
1279;Burr Lygoe;Male;12/08/1962;61;Staff Accountant I;Financial Services;Mass Customer
1280;Horacio Peyntue;Male;24/01/1978;45;Marketing Assistant;Manufacturing;High Net Worth
1281;Leighton Zisneros;Male;07/07/1968;55;Administrative Assistant III;Manufacturing;Affluent Customer
1282;Garald Pidler;Male;15/11/1980;42;Programmer Analyst III;Entertainment;Affluent Customer
1283;Tory Minnette;Female;23/08/1994;29;Clinical Specialist;Health;Mass Customer
1284;Alexis Aronov;Male;28/01/1976;47;Junior Executive;Entertainment;Affluent Customer
1285;Tomkin Fudge;Male;23/05/1973;50;Office Assistant III;Manufacturing;Mass Customer
1286;Mina Clawley;Female;28/06/1975;48;Senior Quality Engineer;Manufacturing;High Net Worth
1287;Nicko Saddleton;Male;23/10/1960;63;Systems Administrator I;Financial Services;Mass Customer
1288;Abra Cuardall;Female;07/10/1979;44;Desktop Support Technician;Financial Services;Affluent Customer
1289;Shelley Stroyan;Male;16/07/1973;50;NaN;n/a;Mass Customer
1290;Vassily Ramalho;Male;08/08/1967;56;VP Marketing;Financial Services;High Net Worth
1291;Warner Zuker;Male;16/08/1980;43;Quality Engineer;Health;Mass Customer
1292;Alice Backson;Female;02/06/1961;62;NaN;n/a;Affluent Customer
1293;Vidovic Fretson;Male;07/10/1980;43;Quality Engineer;IT;Mass Customer
1294;Cari Worling;Female;28/09/1974;49;NaN;Manufacturing;Mass Customer
1295;Irving Murton;Male;25/01/1997;26;Nurse;Argiculture;Mass Customer
1296;Essy Vondrak;Female;11/03/1989;34;Paralegal;Financial Services;Affluent Customer
1297;Shay Gimbart;Male;12/02/1981;42;Social Worker;Health;Mass Customer
1298;Guglielmo Yele;Male;06/04/1974;49;Research Nurse;Health;Mass Customer
1299;Maddy Aiskovitch;Female;17/01/1977;46;Media Manager IV;n/a;Affluent Customer
1300;Sisely Strelitzer;Female;10/03/1991;32;Physical Therapy Assistant;Financial Services;Affluent Customer
1301;Trix ;Female;25/11/1991;31;Structural Analysis Engineer;Health;Mass Customer
1302;Ericka Eggers;Female;03/05/1998;25;Biostatistician I;Financial Services;Affluent Customer
1303;Nollie Guilliatt;Male;27/04/1972;51;NaN;Argiculture;Mass Customer
1304;Emmy Lumbly;Male;16/11/1977;45;Administrative Assistant III;n/a;High Net Worth
1305;Averil Gentiry;Male;01/03/1970;53;Executive Secretary;Financial Services;High Net Worth
1306;Doyle Oleksinski;Male;12/04/1956;67;Occupational Therapist;Health;Affluent Customer
1307;Emlyn Musgrave;Female;06/09/1970;53;Dental Hygienist;Health;High Net Worth
1308;Andrey Conre;Male;27/08/1976;47;Analog Circuit Design manager;n/a;Affluent Customer
1309;Adlai Fabry;Male;22/03/1977;46;VP Marketing;n/a;Mass Customer
1310;Keane Leebeter;Male;20/12/1986;36;Geological Engineer;Manufacturing;High Net Worth
1311;Sharona Cunah;Female;06/10/1984;39;VP Accounting;Financial Services;Mass Customer
1312;Magda Baugh;Female;16/07/1994;29;Food Chemist;Health;Affluent Customer
1313;Hughie Laboune;Male;09/02/1986;37;Analyst Programmer;Property;Mass Customer
1314;De Eilhart;Female;23/02/1970;53;Clinical Specialist;Health;Mass Customer
1315;Ebba Comport;Female;24/06/1973;50;NaN;IT;Mass Customer
1316;Steven Castellaccio;Male;06/03/1990;33;Recruiter;Retail;High Net Worth
1317;Barrett Lindley;Male;18/01/1973;50;General Manager;Retail;Mass Customer
